year,planning_area_clean,subzone_clean,model,forecast_children_18m_to_6
2027,SERANGOON,SELETAR HILLS,XGBoost,455.5218200683594
2027,SERANGOON,SERANGOON CENTRAL,XGBoost,584.3069458007812
2027,SERANGOON,SERANGOON GARDEN,XGBoost,1276.3485107421875
2027,SERANGOON,SERANGOON NORTH,XGBoost,571.7836303710938
2027,SERANGOON,SERANGOON NORTH IND ESTATE,XGBoost,0.0
2027,SERANGOON,UPPER PAYA LEBAR,XGBoost,721.2999877929688
2027,SIMPANG,PULAU SELETAR,XGBoost,0.0
2027,SIMPANG,SIMPANG NORTH,XGBoost,0.0
2027,SIMPANG,SIMPANG SOUTH,XGBoost,0.0
2027,SIMPANG,TANJONG IRAU,XGBoost,0.0
2027,SINGAPORE RIVER,BOAT QUAY,XGBoost,0.0
2027,SINGAPORE RIVER,CLARKE QUAY,XGBoost,0.0
2027,SINGAPORE RIVER,ROBERTSON QUAY,XGBoost,258.6173095703125
2027,SOUTHERN ISLANDS,SENTOSA,XGBoost,117.64659881591797
2027,SOUTHERN ISLANDS,SOUTHERN GROUP,XGBoost,0.0
2027,STRAITS VIEW,STRAITS VIEW,XGBoost,0.0
2027,SUNGEI KADUT,GALI BATU,XGBoost,0.0
2027,SUNGEI KADUT,KRANJI,XGBoost,0.0
2027,SUNGEI KADUT,PANG SUA,XGBoost,0.0
2027,SUNGEI KADUT,RESERVOIR VIEW,XGBoost,0.0
2027,SUNGEI KADUT,TURF CLUB,XGBoost,0.0
2027,TAMPINES,SIMEI,XGBoost,1213.3642578125
2027,TAMPINES,TAMPINES EAST,XGBoost,4585.20751953125
2027,TAMPINES,TAMPINES NORTH,XGBoost,5373.7392578125
2027,TAMPINES,TAMPINES WEST,XGBoost,5150.3837890625
2027,TAMPINES,XILIN,XGBoost,27.98722267150879
2027,TANGLIN,CHATSWORTH,XGBoost,359.704833984375
2027,TANGLIN,NASSIM,XGBoost,676.7509765625
2027,TANGLIN,RIDOUT,XGBoost,82.79061126708984
2027,TANGLIN,TYERSALL,XGBoost,257.4794006347656
2027,TENGAH,BRICKLAND,XGBoost,0.0
2027,TENGAH,FOREST HILL,XGBoost,0.0
2027,TENGAH,GARDEN,XGBoost,1463.8531494140625
2027,TENGAH,PARK,XGBoost,1665.583251953125
2027,TENGAH,PLANTATION,XGBoost,1947.27294921875
2027,TENGAH,TENGAH INDUSTRIAL ESTATE,XGBoost,0.0
2027,TOA PAYOH,BIDADARI,XGBoost,1506.702392578125
2027,TOA PAYOH,BOON TECK,XGBoost,676.7509765625
2027,TOA PAYOH,BRADDELL,XGBoost,359.704833984375
2027,TOA PAYOH,JOO SENG,XGBoost,317.66497802734375
2027,TOA PAYOH,KIM KEAT,XGBoost,470.5556335449219
2027,TOA PAYOH,LORONG 8 TOA PAYOH,XGBoost,117.64659881591797
2027,TOA PAYOH,PEI CHUN,XGBoost,178.6170196533203
2027,TOA PAYOH,POTONG PASIR,XGBoost,455.5218200683594
2027,TOA PAYOH,SENNETT,XGBoost,1783.77685546875
2027,TOA PAYOH,TOA PAYOH CENTRAL,XGBoost,1001.4749145507812
2027,TOA PAYOH,TOA PAYOH WEST,XGBoost,539.9391479492188
2027,TOA PAYOH,WOODLEIGH,XGBoost,117.64659881591797
2027,TUAS,TENGEH,XGBoost,0.0
2027,TUAS,TUAS BAY,XGBoost,0.0
2027,TUAS,TUAS NORTH,XGBoost,0.0
2027,TUAS,TUAS PROMENADE,XGBoost,0.0
2027,TUAS,TUAS VIEW,XGBoost,0.0
2027,TUAS,TUAS VIEW EXTENSION,XGBoost,0.0
2027,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,XGBoost,0.0
2027,WESTERN ISLANDS,SEMAKAU,XGBoost,0.0
2027,WESTERN ISLANDS,SUDONG,XGBoost,0.0
2027,WESTERN WATER CATCHMENT,BAHAR,XGBoost,0.0
2027,WESTERN WATER CATCHMENT,CLEANTECH,XGBoost,0.0
2027,WESTERN WATER CATCHMENT,MURAI,XGBoost,0.20448754727840424
2027,WOODLANDS,GREENWOOD PARK,XGBoost,0.0
2027,WOODLANDS,MIDVIEW,XGBoost,1338.5557861328125
2027,WOODLANDS,NORTH COAST,XGBoost,252.11927795410156
2027,WOODLANDS,SENOKO WEST,XGBoost,0.0
2027,WOODLANDS,WOODGROVE,XGBoost,1220.0777587890625
2027,WOODLANDS,WOODLANDS EAST,XGBoost,4251.65869140625
2027,WOODLANDS,WOODLANDS REGIONAL CENTRE,XGBoost,292.7425537109375
2027,WOODLANDS,WOODLANDS SOUTH,XGBoost,1926.0650634765625
2027,WOODLANDS,WOODLANDS WEST,XGBoost,1695.1282958984375
2027,YISHUN,KHATIB,XGBoost,325.8471984863281
2027,YISHUN,LOWER SELETAR,XGBoost,1505.336669921875
2027,YISHUN,NEE SOON,XGBoost,13.039708137512207
2027,YISHUN,NORTHLAND,XGBoost,851.95166015625
2027,YISHUN,SPRINGLEAF,XGBoost,125.8288345336914
2027,YISHUN,YISHUN CENTRAL,XGBoost,153.91741943359375
2027,YISHUN,YISHUN EAST,XGBoost,4907.982421875
2027,YISHUN,YISHUN SOUTH,XGBoost,1547.9320068359375
2027,YISHUN,YISHUN WEST,XGBoost,1340.2745361328125
2028,ANG MO KIO,ANG MO KIO TOWN CENTRE,XGBoost,75.4215316772461
2028,ANG MO KIO,CHENG SAN,XGBoost,713.9308471679688
2028,ANG MO KIO,CHONG BOON,XGBoost,576.9378051757812
2028,ANG MO KIO,KEBUN BAHRU,XGBoost,564.4144897460938
2028,ANG MO KIO,SEMBAWANG HILLS,XGBoost,250.11021423339844
2028,ANG MO KIO,SHANGRI LA,XGBoost,710.8117065429688
2028,ANG MO KIO,TAGORE,XGBoost,250.11021423339844
2028,ANG MO KIO,TOWNSVILLE,XGBoost,448.1527404785156
2028,ANG MO KIO,YIO CHU KANG,XGBoost,0.0
2028,ANG MO KIO,YIO CHU KANG EAST,XGBoost,96.93997955322266
2028,ANG MO KIO,YIO CHU KANG NORTH,XGBoost,0.0
2028,ANG MO KIO,YIO CHU KANG WEST,XGBoost,713.9308471679688
2028,BEDOK,BAYSHORE,XGBoost,361.1785583496094
2028,BEDOK,BEDOK NORTH,XGBoost,2345.0712890625
2028,BEDOK,BEDOK RESERVOIR,XGBoost,1004.609375
2028,BEDOK,BEDOK SOUTH,XGBoost,1728.0926513671875
2028,BEDOK,FRANKEL,XGBoost,1495.0634765625
2028,BEDOK,KAKI BUKIT,XGBoost,1095.2763671875
2028,BEDOK,KEMBANGAN,XGBoost,1192.6285400390625
2028,BEDOK,SIGLAP,XGBoost,178.6170196533203
2028,BISHAN,BISHAN EAST,XGBoost,1398.566162109375
2028,BISHAN,MARYMOUNT,XGBoost,1049.948974609375
2028,BISHAN,UPPER THOMSON,XGBoost,1321.1248779296875
2028,BOON LAY,LIU FANG,XGBoost,0.0
2028,BOON LAY,SAMULUN,XGBoost,0.0
2028,BOON LAY,SHIPYARD,XGBoost,0.0
2028,BOON LAY,TUKANG,XGBoost,0.0
2028,BUKIT BATOK,BRICKWORKS,XGBoost,3245.091796875
2028,BUKIT BATOK,BUKIT BATOK CENTRAL,XGBoost,1077.45947265625
2028,BUKIT BATOK,BUKIT BATOK EAST,XGBoost,317.66497802734375
2028,BUKIT BATOK,BUKIT BATOK SOUTH,XGBoost,571.7836303710938
2028,BUKIT BATOK,BUKIT BATOK WEST,XGBoost,571.7836303710938
2028,BUKIT BATOK,GOMBAK,XGBoost,309.109619140625
2028,BUKIT BATOK,GUILIN,XGBoost,455.5218200683594
2028,BUKIT BATOK,HILLVIEW,XGBoost,571.7836303710938
2028,BUKIT BATOK,HONG KAH NORTH,XGBoost,698.7550659179688
2028,BUKIT MERAH,ALEXANDRA HILL,XGBoost,455.5218200683594
2028,BUKIT MERAH,ALEXANDRA NORTH,XGBoost,117.64659881591797
2028,BUKIT MERAH,BUKIT HO SWEE,XGBoost,359.704833984375
2028,BUKIT MERAH,BUKIT MERAH,XGBoost,0.0
2028,BUKIT MERAH,CITY TERMINALS,XGBoost,0.0
2028,BUKIT MERAH,DEPOT ROAD,XGBoost,258.6173095703125
2028,BUKIT MERAH,EVERTON PARK,XGBoost,165.87167358398438
2028,BUKIT MERAH,HENDERSON HILL,XGBoost,359.704833984375
2028,BUKIT MERAH,KAMPONG TIONG BAHRU,XGBoost,258.6173095703125
2028,BUKIT MERAH,MARITIME SQUARE,XGBoost,257.4794006347656
2028,BUKIT MERAH,REDHILL,XGBoost,428.321044921875
2028,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,XGBoost,0.0
2028,BUKIT MERAH,TELOK BLANGAH DRIVE,XGBoost,793.9865112304688
2028,BUKIT MERAH,TELOK BLANGAH RISE,XGBoost,309.109619140625
2028,BUKIT MERAH,TELOK BLANGAH WAY,XGBoost,177.1639404296875
2028,BUKIT MERAH,TIONG BAHRU,XGBoost,455.5218200683594
2028,BUKIT MERAH,TIONG BAHRU STATION,XGBoost,455.5218200683594
2028,BUKIT PANJANG,BANGKIT,XGBoost,571.7836303710938
2028,BUKIT PANJANG,DAIRY FARM,XGBoost,359.704833984375
2028,BUKIT PANJANG,FAJAR,XGBoost,1088.5902099609375
2028,BUKIT PANJANG,JELEBU,XGBoost,758.6553955078125
2028,BUKIT PANJANG,NATURE RESERVE,XGBoost,104.3090591430664
2028,BUKIT PANJANG,SAUJANA,XGBoost,1077.45947265625
2028,BUKIT PANJANG,SENJA,XGBoost,1210.864990234375
2028,BUKIT TIMAH,ANAK BUKIT,XGBoost,1049.948974609375
2028,BUKIT TIMAH,CORONATION ROAD,XGBoost,455.5218200683594
2028,BUKIT TIMAH,FARRER COURT,XGBoost,571.7836303710938
2028,BUKIT TIMAH,HILLCREST,XGBoost,571.7836303710938
2028,BUKIT TIMAH,HOLLAND ROAD,XGBoost,571.7836303710938
2028,BUKIT TIMAH,LEEDON PARK,XGBoost,359.704833984375
2028,BUKIT TIMAH,SWISS CLUB,XGBoost,359.704833984375
2028,BUKIT TIMAH,ULU PANDAN,XGBoost,571.7836303710938
2028,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,XGBoost,0.0
2028,CHANGI,CHANGI AIRPORT,XGBoost,0.0
2028,CHANGI,CHANGI POINT,XGBoost,0.0
2028,CHANGI,CHANGI WEST,XGBoost,104.3090591430664
2028,CHANGI BAY,CHANGI BAY,XGBoost,0.0
2028,CHOA CHU KANG,CHOA CHU KANG CENTRAL,XGBoost,737.4754028320312
2028,CHOA CHU KANG,CHOA CHU KANG NORTH,XGBoost,746.5275268554688
2028,CHOA CHU KANG,KEAT HONG,XGBoost,2495.5888671875
2028,CHOA CHU KANG,PENG SIANG,XGBoost,1343.915771484375
2028,CHOA CHU KANG,TECK WHYE,XGBoost,1160.166015625
2028,CHOA CHU KANG,YEW TEE,XGBoost,1210.864990234375
2028,CLEMENTI,CLEMENTI CENTRAL,XGBoost,455.5218200683594
2028,CLEMENTI,CLEMENTI NORTH,XGBoost,1296.8480224609375
2028,CLEMENTI,CLEMENTI WEST,XGBoost,359.704833984375
2028,CLEMENTI,CLEMENTI WOODS,XGBoost,765.5538940429688
2028,CLEMENTI,FABER,XGBoost,584.3069458007812
2028,CLEMENTI,PANDAN,XGBoost,0.0
2028,CLEMENTI,SUNSET WAY,XGBoost,257.4794006347656
2028,CLEMENTI,TOH TUCK,XGBoost,0.0
2028,CLEMENTI,WEST COAST,XGBoost,571.7836303710938
2028,DOWNTOWN CORE,ANSON,XGBoost,0.0
2028,DOWNTOWN CORE,BAYFRONT SUBZONE,XGBoost,0.0
2028,DOWNTOWN CORE,BUGIS,XGBoost,0.0
2028,DOWNTOWN CORE,CECIL,XGBoost,0.0
2028,DOWNTOWN CORE,CENTRAL SUBZONE,XGBoost,5.9124674797058105
2028,DOWNTOWN CORE,CITY HALL,XGBoost,0.0
2028,DOWNTOWN CORE,CLIFFORD PIER,XGBoost,0.0
2028,DOWNTOWN CORE,MARINA CENTRE,XGBoost,0.0
2028,DOWNTOWN CORE,MAXWELL,XGBoost,0.0
2028,DOWNTOWN CORE,NICOLL,XGBoost,0.0
2028,DOWNTOWN CORE,PHILLIP,XGBoost,0.0
2028,DOWNTOWN CORE,RAFFLES PLACE,XGBoost,0.0
2028,DOWNTOWN CORE,TANJONG PAGAR,XGBoost,0.20448754727840424
2028,GEYLANG,ALJUNIED,XGBoost,1706.2772216796875
2028,GEYLANG,GEYLANG EAST,XGBoost,1294.341796875
2028,GEYLANG,KALLANG WAY,XGBoost,0.0
2028,GEYLANG,KAMPONG UBI,XGBoost,692.26806640625
2028,GEYLANG,MACPHERSON,XGBoost,1144.2303466796875
2028,HOUGANG,DEFU INDUSTRIAL PARK,XGBoost,0.0
2028,HOUGANG,HOUGANG CENTRAL,XGBoost,104.3090591430664
2028,HOUGANG,HOUGANG EAST,XGBoost,1003.1356201171875
2028,HOUGANG,HOUGANG WEST,XGBoost,1210.864990234375
2028,HOUGANG,KANGKAR,XGBoost,1493.5897216796875
2028,HOUGANG,KOVAN,XGBoost,1075.3707275390625
2028,HOUGANG,LORONG AH SOO,XGBoost,871.6802978515625
2028,HOUGANG,LORONG HALUS,XGBoost,0.0
2028,HOUGANG,TAI SENG,XGBoost,1019.70849609375
2028,HOUGANG,TRAFALGAR,XGBoost,1906.70361328125
2028,JURONG EAST,INTERNATIONAL BUSINESS PARK,XGBoost,0.0
2028,JURONG EAST,JURONG GATEWAY,XGBoost,0.0
2028,JURONG EAST,JURONG PORT,XGBoost,0.0
2028,JURONG EAST,JURONG RIVER,XGBoost,0.0
2028,JURONG EAST,LAKESIDE BUSINESS,XGBoost,0.0
2028,JURONG EAST,LAKESIDE LEISURE,XGBoost,0.0
2028,JURONG EAST,PENJURU CRESCENT,XGBoost,0.0
2028,JURONG EAST,TEBAN GARDENS,XGBoost,571.7836303710938
2028,JURONG EAST,TOH GUAN,XGBoost,483.4594421386719
2028,JURONG EAST,YUHUA EAST,XGBoost,571.7836303710938
2028,JURONG EAST,YUHUA WEST,XGBoost,571.7836303710938
2028,JURONG WEST,BOON LAY PLACE,XGBoost,1210.864990234375
2028,JURONG WEST,CHIN BEE,XGBoost,0.0
2028,JURONG WEST,HONG KAH,XGBoost,1541.009521484375
2028,JURONG WEST,JURONG WEST CENTRAL,XGBoost,1933.9052734375
2028,JURONG WEST,KIAN TECK,XGBoost,0.0
2028,JURONG WEST,SAFTI,XGBoost,0.0
2028,JURONG WEST,TAMAN JURONG,XGBoost,1556.87158203125
2028,JURONG WEST,WENYA,XGBoost,359.704833984375
2028,JURONG WEST,YUNNAN,XGBoost,2141.501953125
2028,KALLANG,BENDEMEER,XGBoost,1559.843505859375
2028,KALLANG,BOON KENG,XGBoost,455.5218200683594
2028,KALLANG,CRAWFORD,XGBoost,117.64659881591797
2028,KALLANG,GEYLANG BAHRU,XGBoost,177.1639404296875
2028,KALLANG,KALLANG BAHRU,XGBoost,0.0
2028,KALLANG,KAMPONG BUGIS,XGBoost,242.54217529296875
2028,KALLANG,KAMPONG JAVA,XGBoost,416.4714050292969
2028,KALLANG,LAVENDER,XGBoost,379.1307067871094
2028,KALLANG,TANJONG RHU,XGBoost,359.704833984375
2028,LIM CHU KANG,LIM CHU KANG,XGBoost,0.0
2028,MANDAI,MANDAI EAST,XGBoost,0.0
2028,MANDAI,MANDAI ESTATE,XGBoost,69.886474609375
2028,MANDAI,MANDAI WEST,XGBoost,0.0
2028,MARINA EAST,MARINA EAST,XGBoost,0.0
2028,MARINA SOUTH,MARINA SOUTH,XGBoost,0.0
2028,MARINE PARADE,EAST COAST,XGBoost,0.0
2028,MARINE PARADE,KATONG,XGBoost,428.321044921875
2028,MARINE PARADE,MARINA EAST MP,XGBoost,0.0
2028,MARINE PARADE,MARINE PARADE,XGBoost,1049.948974609375
2028,MARINE PARADE,MOUNTBATTEN,XGBoost,455.5218200683594
2028,MUSEUM,BRAS BASAH,XGBoost,0.0
2028,MUSEUM,DHOBY GHAUT,XGBoost,0.20448754727840424
2028,MUSEUM,FORT CANNING,XGBoost,0.0
2028,NEWTON,CAIRNHILL,XGBoost,257.4794006347656
2028,NEWTON,GOODWOOD PARK,XGBoost,82.79061126708984
2028,NEWTON,ISTANA NEGARA,XGBoost,0.0
2028,NEWTON,MONKS HILL,XGBoost,69.886474609375
2028,NEWTON,NEWTON CIRCUS,XGBoost,0.0
2028,NEWTON,ORANGE GROVE,XGBoost,78.2325210571289
2028,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,XGBoost,0.0
2028,NOVENA,BALESTIER,XGBoost,1190.839111328125
2028,NOVENA,DUNEARN,XGBoost,117.64659881591797
2028,NOVENA,MALCOLM,XGBoost,257.4794006347656
2028,NOVENA,MOULMEIN,XGBoost,753.1621704101562
2028,NOVENA,MOUNT PLEASANT,XGBoost,0.0
2028,ORCHARD,BOULEVARD,XGBoost,0.0
2028,ORCHARD,SOMERSET,XGBoost,0.0
2028,ORCHARD,TANGLIN,XGBoost,0.0
2028,OUTRAM,CHINA SQUARE,XGBoost,0.0
2028,OUTRAM,CHINATOWN,XGBoost,309.109619140625
2028,OUTRAM,PEARLS HILL,XGBoost,104.3090591430664
2028,OUTRAM,PEOPLES PARK,XGBoost,0.0
2028,PASIR RIS,FLORA DRIVE,XGBoost,571.7836303710938
2028,PASIR RIS,LOYANG EAST,XGBoost,5.9124674797058105
2028,PASIR RIS,LOYANG WEST,XGBoost,0.0
2028,PASIR RIS,PASIR RIS CENTRAL,XGBoost,1334.9974365234375
2028,PASIR RIS,PASIR RIS DRIVE,XGBoost,1538.0755615234375
2028,PASIR RIS,PASIR RIS PARK,XGBoost,428.321044921875
2028,PASIR RIS,PASIR RIS WAFER FAB PARK,XGBoost,0.0
2028,PASIR RIS,PASIR RIS WEST,XGBoost,1172.7835693359375
2028,PAYA LEBAR,AIRPORT ROAD,XGBoost,0.0
2028,PAYA LEBAR,PAYA LEBAR EAST,XGBoost,0.0
2028,PAYA LEBAR,PAYA LEBAR NORTH,XGBoost,0.0
2028,PAYA LEBAR,PAYA LEBAR WEST,XGBoost,0.0
2028,PAYA LEBAR,PLAB,XGBoost,0.0
2028,PIONEER,BENOI SECTOR,XGBoost,0.0
2028,PIONEER,GUL BASIN,XGBoost,0.0
2028,PIONEER,GUL CIRCLE,XGBoost,0.0
2028,PIONEER,JOO KOON,XGBoost,0.0
2028,PIONEER,PIONEER SECTOR,XGBoost,0.0
2028,PUNGGOL,CONEY ISLAND,XGBoost,0.0
2028,PUNGGOL,MATILDA,XGBoost,3377.1064453125
2028,PUNGGOL,NORTHSHORE,XGBoost,3611.03955078125
2028,PUNGGOL,PUNGGOL CANAL,XGBoost,0.0
2028,PUNGGOL,PUNGGOL FIELD,XGBoost,1935.894775390625
2028,PUNGGOL,PUNGGOL TOWN CENTRE,XGBoost,1638.898681640625
2028,PUNGGOL,WATERWAY EAST,XGBoost,3371.1240234375
2028,QUEENSTOWN,COMMONWEALTH,XGBoost,82.79061126708984
2028,QUEENSTOWN,DOVER,XGBoost,427.8251953125
2028,QUEENSTOWN,GHIM MOH,XGBoost,633.7855224609375
2028,QUEENSTOWN,HOLLAND DRIVE,XGBoost,309.109619140625
2028,QUEENSTOWN,KENT RIDGE,XGBoost,82.79061126708984
2028,QUEENSTOWN,MARGARET DRIVE,XGBoost,1023.9466552734375
2028,QUEENSTOWN,MEI CHIN,XGBoost,455.5218200683594
2028,QUEENSTOWN,NATIONAL UNIVERSITY OF SPORE,XGBoost,0.0
2028,QUEENSTOWN,ONE NORTH,XGBoost,82.79061126708984
2028,QUEENSTOWN,PASIR PANJANG 1,XGBoost,117.64659881591797
2028,QUEENSTOWN,PASIR PANJANG 2,XGBoost,82.79061126708984
2028,QUEENSTOWN,PORT,XGBoost,0.0
2028,QUEENSTOWN,QUEENSWAY,XGBoost,42.863773345947266
2028,QUEENSTOWN,SINGAPORE POLYTECHNIC,XGBoost,0.0
2028,QUEENSTOWN,TANGLIN HALT,XGBoost,309.109619140625
2028,RIVER VALLEY,INSTITUTION HILL,XGBoost,257.4794006347656
2028,RIVER VALLEY,LEONIE HILL,XGBoost,151.98463439941406
2028,RIVER VALLEY,ONE TREE HILL,XGBoost,78.2325210571289
2028,RIVER VALLEY,OXLEY,XGBoost,35.033817291259766
2028,RIVER VALLEY,PATERSON,XGBoost,0.0
2028,ROCHOR,BENCOOLEN,XGBoost,0.0
2028,ROCHOR,FARRER PARK,XGBoost,78.2325210571289
2028,ROCHOR,KAMPONG GLAM,XGBoost,0.0
2028,ROCHOR,LITTLE INDIA,XGBoost,29.656089782714844
2028,ROCHOR,MACKENZIE,XGBoost,0.0
2028,ROCHOR,MOUNT EMILY,XGBoost,85.77974700927734
2028,ROCHOR,ROCHOR CANAL,XGBoost,0.0
2028,ROCHOR,SELEGIE,XGBoost,0.0
2028,ROCHOR,SUNGEI ROAD,XGBoost,69.886474609375
2028,ROCHOR,VICTORIA,XGBoost,0.20448754727840424
2028,SELETAR,PULAU PUNGGOL BARAT,XGBoost,0.0
2028,SELETAR,PULAU PUNGGOL TIMOR,XGBoost,0.0
2028,SELETAR,SELETAR,XGBoost,0.0
2028,SELETAR,SELETAR AEROSPACE PARK,XGBoost,0.0
2028,SEMBAWANG,ADMIRALTY,XGBoost,455.5218200683594
2028,SEMBAWANG,SEMBAWANG CENTRAL,XGBoost,1518.06005859375
2028,SEMBAWANG,SEMBAWANG EAST,XGBoost,2250.980712890625
2028,SEMBAWANG,SEMBAWANG NORTH,XGBoost,1023.9466552734375
2028,SEMBAWANG,SEMBAWANG SPRINGS,XGBoost,1107.0333251953125
2028,SEMBAWANG,SEMBAWANG STRAITS,XGBoost,78.2325210571289
2028,SEMBAWANG,SENOKO NORTH,XGBoost,0.0
2028,SEMBAWANG,SENOKO SOUTH,XGBoost,0.0
2028,SEMBAWANG,THE WHARVES,XGBoost,0.0
2028,SENGKANG,ANCHORVALE,XGBoost,3028.69970703125
2028,SENGKANG,COMPASSVALE,XGBoost,1089.8387451171875
2028,SENGKANG,FERNVALE,XGBoost,3790.490966796875
2028,SENGKANG,LORONG HALUS NORTH,XGBoost,0.0
2028,SENGKANG,RIVERVALE,XGBoost,2340.777587890625
2028,SENGKANG,SENGKANG TOWN CENTRE,XGBoost,2452.029296875
2028,SENGKANG,SENGKANG WEST,XGBoost,0.0
2028,SERANGOON,LORONG CHUAN,XGBoost,317.66497802734375
2028,SERANGOON,SELETAR HILLS,XGBoost,455.5218200683594
2028,SERANGOON,SERANGOON CENTRAL,XGBoost,571.7836303710938
2028,SERANGOON,SERANGOON GARDEN,XGBoost,1232.7901611328125
2028,SERANGOON,SERANGOON NORTH,XGBoost,571.7836303710938
2028,SERANGOON,SERANGOON NORTH IND ESTATE,XGBoost,0.0
2028,SERANGOON,UPPER PAYA LEBAR,XGBoost,698.7550659179688
2028,SIMPANG,PULAU SELETAR,XGBoost,0.0
2028,SIMPANG,SIMPANG NORTH,XGBoost,0.0
2028,SIMPANG,SIMPANG SOUTH,XGBoost,0.0
2028,SIMPANG,TANJONG IRAU,XGBoost,0.0
2028,SINGAPORE RIVER,BOAT QUAY,XGBoost,0.0
2028,SINGAPORE RIVER,CLARKE QUAY,XGBoost,0.0
2028,SINGAPORE RIVER,ROBERTSON QUAY,XGBoost,258.6173095703125
2028,SOUTHERN ISLANDS,SENTOSA,XGBoost,104.3090591430664
2028,SOUTHERN ISLANDS,SOUTHERN GROUP,XGBoost,0.0
2028,STRAITS VIEW,STRAITS VIEW,XGBoost,0.0
2028,SUNGEI KADUT,GALI BATU,XGBoost,0.0
2028,SUNGEI KADUT,KRANJI,XGBoost,0.0
2028,SUNGEI KADUT,PANG SUA,XGBoost,0.0
2028,SUNGEI KADUT,RESERVOIR VIEW,XGBoost,0.0
2028,SUNGEI KADUT,TURF CLUB,XGBoost,0.0
2028,TAMPINES,SIMEI,XGBoost,1149.82861328125
2028,TAMPINES,TAMPINES EAST,XGBoost,4232.62744140625
2028,TAMPINES,TAMPINES NORTH,XGBoost,4998.65283203125
2028,TAMPINES,TAMPINES WEST,XGBoost,5283.48681640625
2028,TAMPINES,XILIN,XGBoost,5.9124674797058105
2028,TANGLIN,CHATSWORTH,XGBoost,359.704833984375
2028,TANGLIN,NASSIM,XGBoost,633.7855224609375
2028,TANGLIN,RIDOUT,XGBoost,78.2325210571289
2028,TANGLIN,TYERSALL,XGBoost,257.4794006347656
2028,TENGAH,BRICKLAND,XGBoost,0.0
2028,TENGAH,FOREST HILL,XGBoost,0.0
2028,TENGAH,GARDEN,XGBoost,1776.4783935546875
2028,TENGAH,PARK,XGBoost,2166.43603515625
2028,TENGAH,PLANTATION,XGBoost,2344.5673828125
2028,TENGAH,TENGAH INDUSTRIAL ESTATE,XGBoost,0.0
2028,TOA PAYOH,BIDADARI,XGBoost,1714.6689453125
2028,TOA PAYOH,BOON TECK,XGBoost,633.7855224609375
2028,TOA PAYOH,BRADDELL,XGBoost,359.704833984375
2028,TOA PAYOH,JOO SENG,XGBoost,317.66497802734375
2028,TOA PAYOH,KIM KEAT,XGBoost,455.569091796875
2028,TOA PAYOH,LORONG 8 TOA PAYOH,XGBoost,104.3090591430664
2028,TOA PAYOH,PEI CHUN,XGBoost,196.58975219726562
2028,TOA PAYOH,POTONG PASIR,XGBoost,455.5218200683594
2028,TOA PAYOH,SENNETT,XGBoost,1666.4832763671875
2028,TOA PAYOH,TOA PAYOH CENTRAL,XGBoost,1001.4749145507812
2028,TOA PAYOH,TOA PAYOH WEST,XGBoost,542.5146484375
2028,TOA PAYOH,WOODLEIGH,XGBoost,104.3090591430664
2028,TUAS,TENGEH,XGBoost,0.0
2028,TUAS,TUAS BAY,XGBoost,0.0
2028,TUAS,TUAS NORTH,XGBoost,0.0
2028,TUAS,TUAS PROMENADE,XGBoost,0.0
2028,TUAS,TUAS VIEW,XGBoost,0.0
2028,TUAS,TUAS VIEW EXTENSION,XGBoost,0.0
2028,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,XGBoost,0.0
2028,WESTERN ISLANDS,SEMAKAU,XGBoost,0.0
2028,WESTERN ISLANDS,SUDONG,XGBoost,0.0
2028,WESTERN WATER CATCHMENT,BAHAR,XGBoost,0.0
2028,WESTERN WATER CATCHMENT,CLEANTECH,XGBoost,0.0
2028,WESTERN WATER CATCHMENT,MURAI,XGBoost,0.11791761219501495
2028,WOODLANDS,GREENWOOD PARK,XGBoost,0.0
2028,WOODLANDS,MIDVIEW,XGBoost,1288.9818115234375
2028,WOODLANDS,NORTH COAST,XGBoost,252.11927795410156
2028,WOODLANDS,SENOKO WEST,XGBoost,0.0
2028,WOODLANDS,WOODGROVE,XGBoost,1643.4468994140625
2028,WOODLANDS,WOODLANDS EAST,XGBoost,4017.560791015625
2028,WOODLANDS,WOODLANDS REGIONAL CENTRE,XGBoost,494.96331787109375
2028,WOODLANDS,WOODLANDS SOUTH,XGBoost,1868.0784912109375
2028,WOODLANDS,WOODLANDS WEST,XGBoost,1586.541015625
2028,YISHUN,KHATIB,XGBoost,325.8471984863281
2028,YISHUN,LOWER SELETAR,XGBoost,1403.3951416015625
2028,YISHUN,NEE SOON,XGBoost,10.493237495422363
2028,YISHUN,NORTHLAND,XGBoost,802.1687622070312
2028,YISHUN,SPRINGLEAF,XGBoost,112.49129486083984
2028,YISHUN,YISHUN CENTRAL,XGBoost,185.17562866210938
2028,YISHUN,YISHUN EAST,XGBoost,4722.83447265625
2028,YISHUN,YISHUN SOUTH,XGBoost,1520.2005615234375
2028,YISHUN,YISHUN WEST,XGBoost,1306.7044677734375
2029,ANG MO KIO,ANG MO KIO TOWN CENTRE,XGBoost,127.62995910644531
2029,ANG MO KIO,CHENG SAN,XGBoost,686.89453125
2029,ANG MO KIO,CHONG BOON,XGBoost,564.4144897460938
